"Competition_Name","Gender","Country","Season_End_Year","Round","Wk","Day","Date","Time","Home","HomeGoals","Home_xG","Away","AwayGoals","Away_xG","Attendance","Venue","Referee","Notes","MatchURL","Season"
"Frauen-Bundesliga","F","GER",2025,NA,"21","Fri",2026-03-20,"","Union Berlin",NA,NA,"Werder Bremen",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/7adbf480/31429172/Werder-Bremen-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"21","Fri",2026-03-20,"","Leverkusen",NA,NA,"Carl-Zeiss Jena",NA,NA,NA,"Ulrich-Haberland-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/c6d4860a/Carl-Zeiss-Jena-vs-Leverkusen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"21","Fri",2026-03-20,"","Essen",NA,NA,"Bayern Munich",NA,NA,NA,"Stadion an der Hafenstraße","",NA,"https://fbref.com/en/stathead/matchup/teams/becc1dd0/51ec22be/Essen-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"21","Fri",2026-03-20,"","1. FC Nürnberg",NA,NA,"Köln",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/b6d83168/88ddc98e/Nurnberg-vs-Koln-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"21","Fri",2026-03-20,"","Eint Frankfurt",NA,NA,"Hamburger SV",NA,NA,NA,"Stadion am Brentanobad","",NA,"https://fbref.com/en/stathead/matchup/teams/97b7c0e8/623bb13e/Eintracht-Frankfurt-vs-Hamburger-SV-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"21","Fri",2026-03-20,"","Hoffenheim",NA,NA,"Wolfsburg",NA,NA,NA,"Dietmar-Hopp-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/a1393014/87705c62/Wolfsburg-vs-Hoffenheim-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"21","Fri",2026-03-20,"","RB Leipzig",NA,NA,"Freiburg",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/b4de690d/9224f982/Freiburg-vs-RB-Leipzig-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"22","Fri",2026-03-27,"","Wolfsburg",NA,NA,"Union Berlin",NA,NA,NA,"AOK Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/a1393014/31429172/Wolfsburg-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"22","Fri",2026-03-27,"","Hamburger SV",NA,NA,"Leverkusen",NA,NA,NA,"Volksparkstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/623bb13e/Leverkusen-vs-Hamburger-SV-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"22","Fri",2026-03-27,"","Freiburg",NA,NA,"Hoffenheim",NA,NA,NA,"Dreisamstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/b4de690d/87705c62/Freiburg-vs-Hoffenheim-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"22","Fri",2026-03-27,"","Köln",NA,NA,"Eint Frankfurt",NA,NA,NA,"Franz-Kremer-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/97b7c0e8/88ddc98e/Eintracht-Frankfurt-vs-Koln-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"22","Fri",2026-03-27,"","Carl-Zeiss Jena",NA,NA,"RB Leipzig",NA,NA,NA,"Ernst-Abbe-Sportfeld","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/9224f982/Carl-Zeiss-Jena-vs-RB-Leipzig-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"22","Fri",2026-03-27,"","Bayern Munich",NA,NA,"1. FC Nürnberg",NA,NA,NA,"FC Bayern Campus Platz 1","",NA,"https://fbref.com/en/stathead/matchup/teams/b6d83168/51ec22be/Nurnberg-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"22","Fri",2026-03-27,"","Werder Bremen",NA,NA,"Essen",NA,NA,NA,"Weserstadion Platz 11","",NA,"https://fbref.com/en/stathead/matchup/teams/becc1dd0/7adbf480/Essen-vs-Werder-Bremen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"23","Fri",2026-04-24,"","1. FC Nürnberg",NA,NA,"Hamburger SV",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/b6d83168/623bb13e/Nurnberg-vs-Hamburger-SV-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"23","Fri",2026-04-24,"","Essen",NA,NA,"Carl-Zeiss Jena",NA,NA,NA,"Stadion an der Hafenstraße","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/becc1dd0/Carl-Zeiss-Jena-vs-Essen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"23","Fri",2026-04-24,"","Union Berlin",NA,NA,"Bayern Munich",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/51ec22be/31429172/Bayern-Munich-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"23","Fri",2026-04-24,"","Eint Frankfurt",NA,NA,"Wolfsburg",NA,NA,NA,"Stadion am Brentanobad","",NA,"https://fbref.com/en/stathead/matchup/teams/a1393014/97b7c0e8/Wolfsburg-vs-Eintracht-Frankfurt-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"23","Fri",2026-04-24,"","RB Leipzig",NA,NA,"Werder Bremen",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/9224f982/7adbf480/RB-Leipzig-vs-Werder-Bremen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"23","Fri",2026-04-24,"","Hoffenheim",NA,NA,"Köln",NA,NA,NA,"Dietmar-Hopp-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/88ddc98e/87705c62/Koln-vs-Hoffenheim-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"23","Fri",2026-04-24,"","Leverkusen",NA,NA,"Freiburg",NA,NA,NA,"Ulrich-Haberland-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/b4de690d/Leverkusen-vs-Freiburg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"24","Fri",2026-05-01,"","Hamburger SV",NA,NA,"Union Berlin",NA,NA,NA,"Volksparkstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/623bb13e/31429172/Hamburger-SV-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"24","Fri",2026-05-01,"","Essen",NA,NA,"Leverkusen",NA,NA,NA,"Stadion an der Hafenstraße","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/becc1dd0/Leverkusen-vs-Essen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"24","Fri",2026-05-01,"","Wolfsburg",NA,NA,"RB Leipzig",NA,NA,NA,"AOK Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/a1393014/9224f982/Wolfsburg-vs-RB-Leipzig-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"24","Fri",2026-05-01,"","Köln",NA,NA,"Werder Bremen",NA,NA,NA,"Franz-Kremer-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/88ddc98e/7adbf480/Koln-vs-Werder-Bremen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"24","Fri",2026-05-01,"","Eint Frankfurt",NA,NA,"1. FC Nürnberg",NA,NA,NA,"Stadion am Brentanobad","",NA,"https://fbref.com/en/stathead/matchup/teams/b6d83168/97b7c0e8/Nurnberg-vs-Eintracht-Frankfurt-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"24","Fri",2026-05-01,"","Bayern Munich",NA,NA,"Hoffenheim",NA,NA,NA,"FC Bayern Campus Platz 1","",NA,"https://fbref.com/en/stathead/matchup/teams/87705c62/51ec22be/Hoffenheim-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"24","Fri",2026-05-01,"","Carl-Zeiss Jena",NA,NA,"Freiburg",NA,NA,NA,"Ernst-Abbe-Sportfeld","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/b4de690d/Carl-Zeiss-Jena-vs-Freiburg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"25","Fri",2026-05-08,"","Bayern Munich",NA,NA,"Eint Frankfurt",NA,NA,NA,"FC Bayern Campus Platz 1","",NA,"https://fbref.com/en/stathead/matchup/teams/97b7c0e8/51ec22be/Eintracht-Frankfurt-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"25","Fri",2026-05-08,"","Köln",NA,NA,"Hamburger SV",NA,NA,NA,"Franz-Kremer-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/88ddc98e/623bb13e/Koln-vs-Hamburger-SV-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"25","Fri",2026-05-08,"","RB Leipzig",NA,NA,"Leverkusen",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/9224f982/Leverkusen-vs-RB-Leipzig-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"25","Fri",2026-05-08,"","Union Berlin",NA,NA,"Hoffenheim",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/87705c62/31429172/Hoffenheim-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"25","Fri",2026-05-08,"","Freiburg",NA,NA,"Wolfsburg",NA,NA,NA,"Dreisamstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/b4de690d/a1393014/Freiburg-vs-Wolfsburg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"25","Fri",2026-05-08,"","Werder Bremen",NA,NA,"Carl-Zeiss Jena",NA,NA,NA,"Weserstadion Platz 11","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/7adbf480/Carl-Zeiss-Jena-vs-Werder-Bremen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"25","Fri",2026-05-08,"","1. FC Nürnberg",NA,NA,"Essen",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/becc1dd0/b6d83168/Essen-vs-Nurnberg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"26","Sun",2026-05-17,"","Eint Frankfurt",NA,NA,"Union Berlin",NA,NA,NA,"Stadion am Brentanobad","",NA,"https://fbref.com/en/stathead/matchup/teams/97b7c0e8/31429172/Eintracht-Frankfurt-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"26","Sun",2026-05-17,"","Wolfsburg",NA,NA,"1. FC Nürnberg",NA,NA,NA,"AOK Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/b6d83168/a1393014/Nurnberg-vs-Wolfsburg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"26","Sun",2026-05-17,"","Leverkusen",NA,NA,"Werder Bremen",NA,NA,NA,"Ulrich-Haberland-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/7adbf480/Leverkusen-vs-Werder-Bremen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"26","Sun",2026-05-17,"","Hoffenheim",NA,NA,"RB Leipzig",NA,NA,NA,"Dietmar-Hopp-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/9224f982/87705c62/RB-Leipzig-vs-Hoffenheim-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"26","Sun",2026-05-17,"","Carl-Zeiss Jena",NA,NA,"Köln",NA,NA,NA,"Ernst-Abbe-Sportfeld","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/88ddc98e/Carl-Zeiss-Jena-vs-Koln-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"26","Sun",2026-05-17,"","Essen",NA,NA,"Freiburg",NA,NA,NA,"Stadion an der Hafenstraße","",NA,"https://fbref.com/en/stathead/matchup/teams/becc1dd0/b4de690d/Essen-vs-Freiburg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"26","Sun",2026-05-17,"","Hamburger SV",NA,NA,"Bayern Munich",NA,NA,NA,"Volksparkstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/623bb13e/51ec22be/Hamburger-SV-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"3","Fri",2025-09-19,"18:30","Freiburg",6,1.1,"Hamburger SV",2,1.5,1942,"Dreisamstadion","Fabienne Michel",NA,"https://fbref.com/en/matches/90601cb1/Freiburg-Hamburger-SV-September-19-2025-Frauen-Bundesliga","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"3","Sat",2025-09-20,"12:00","Union Berlin",2,2,"Essen",0,1.4,NA,"Stadion An der Alten Försterei","Karoline Wacker",NA,"https://fbref.com/en/matches/a4ca9437/Union-Berlin-Essen-September-20-2025-Frauen-Bundesliga","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"3","Sat",2025-09-20,"14:00","Bayern Munich",0,2.1,"Carl-Zeiss Jena",0,0.1,2500,"FC Bayern Campus Platz 1","Angelika Söder",NA,"https://fbref.com/en/matches/97d50bad/Bayern-Munich-Carl-Zeiss-Jena-September-20-2025-Frauen-Bundesliga","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"3","Sun",2025-09-21,"14:00","Werder Bremen",2,1.3,"Hoffenheim",1,2.9,NA,"Weserstadion Platz 11","Levke Scholz",NA,"https://fbref.com/en/matches/43e06880/Werder-Bremen-Hoffenheim-September-21-2025-Frauen-Bundesliga","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"3","Sun",2025-09-21,"16:00","1. FC Nürnberg",0,0.2,"Leverkusen",1,1.8,NA,"Max-Morlock-Stadion","Selina Menzel",NA,"https://fbref.com/en/matches/9419b5db/1-FC-Nurnberg-Bayer-Leverkusen-September-21-2025-Frauen-Bundesliga","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"3","Sun",2025-09-21,"18:30","Köln",1,0.5,"Wolfsburg",2,1.5,NA,"Franz-Kremer-Stadion","Naemi Breier",NA,"https://fbref.com/en/matches/1f5923cf/Koln-Wolfsburg-September-21-2025-Frauen-Bundesliga","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"3","Mon",2025-09-22,"18:00","Eint Frankfurt",NA,NA,"RB Leipzig",NA,NA,NA,"Stadion am Brentanobad","",NA,"https://fbref.com/en/stathead/matchup/teams/97b7c0e8/9224f982/Eintracht-Frankfurt-vs-RB-Leipzig-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"4","Tue",2025-09-23,"18:00","Bayern Munich",NA,NA,"Freiburg",NA,NA,NA,"FC Bayern Campus Platz 1","",NA,"https://fbref.com/en/stathead/matchup/teams/b4de690d/51ec22be/Freiburg-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"4","Tue",2025-09-23,"19:00","Carl-Zeiss Jena",NA,NA,"Union Berlin",NA,NA,NA,"Ernst-Abbe-Sportfeld","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/31429172/Carl-Zeiss-Jena-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"4","Wed",2025-09-24,"19:00","Hoffenheim",NA,NA,"1. FC Nürnberg",NA,NA,NA,"Dietmar-Hopp-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/b6d83168/87705c62/Nurnberg-vs-Hoffenheim-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"4","Wed",2025-09-24,"19:00","Wolfsburg",NA,NA,"Werder Bremen",NA,NA,NA,"AOK Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/a1393014/7adbf480/Wolfsburg-vs-Werder-Bremen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"4","Wed",2025-09-24,"19:00","Essen",NA,NA,"Köln",NA,NA,NA,"Stadion an der Hafenstraße","",NA,"https://fbref.com/en/stathead/matchup/teams/becc1dd0/88ddc98e/Essen-vs-Koln-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"4","Thu",2025-09-25,"19:00","RB Leipzig",NA,NA,"Hamburger SV",NA,NA,NA,"Trainingszentrum RB Leipzig Platz 1","",NA,"https://fbref.com/en/stathead/matchup/teams/9224f982/623bb13e/RB-Leipzig-vs-Hamburger-SV-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"4","Thu",2025-09-25,"19:00","Leverkusen",NA,NA,"Eint Frankfurt",NA,NA,NA,"Ulrich-Haberland-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/97b7c0e8/Leverkusen-vs-Eintracht-Frankfurt-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"5","Fri",2025-10-03,"18:30","Eint Frankfurt",NA,NA,"Carl-Zeiss Jena",NA,NA,NA,"Stadion am Brentanobad","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/97b7c0e8/Carl-Zeiss-Jena-vs-Eintracht-Frankfurt-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"5","Sat",2025-10-04,"12:00","Essen",NA,NA,"Wolfsburg",NA,NA,NA,"Stadion an der Hafenstraße","",NA,"https://fbref.com/en/stathead/matchup/teams/becc1dd0/a1393014/Essen-vs-Wolfsburg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"5","Sat",2025-10-04,"14:00","Bayern Munich",NA,NA,"Werder Bremen",NA,NA,NA,"FC Bayern Campus Platz 1","",NA,"https://fbref.com/en/stathead/matchup/teams/7adbf480/51ec22be/Werder-Bremen-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"5","Sun",2025-10-05,"14:00","Union Berlin",NA,NA,"Freiburg",NA,NA,NA,"Stadion An der Alten Försterei","",NA,"https://fbref.com/en/stathead/matchup/teams/b4de690d/31429172/Freiburg-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"5","Sun",2025-10-05,"16:00","1. FC Nürnberg",NA,NA,"RB Leipzig",NA,NA,NA,"Max-Morlock-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/b6d83168/9224f982/Nurnberg-vs-RB-Leipzig-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"5","Sun",2025-10-05,"18:30","Köln",NA,NA,"Leverkusen",NA,NA,NA,"Franz-Kremer-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/88ddc98e/Leverkusen-vs-Koln-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"5","Mon",2025-10-06,"18:00","Hamburger SV",NA,NA,"Hoffenheim",NA,NA,NA,"Volksparkstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/87705c62/623bb13e/Hoffenheim-vs-Hamburger-SV-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"6","Fri",2025-10-10,"18:30","RB Leipzig",NA,NA,"Essen",NA,NA,NA,"Trainingszentrum RB Leipzig Platz 1","",NA,"https://fbref.com/en/stathead/matchup/teams/becc1dd0/9224f982/Essen-vs-RB-Leipzig-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"6","Sat",2025-10-11,"15:00","Wolfsburg",NA,NA,"Bayern Munich",NA,NA,NA,"Volkswagen Arena","",NA,"https://fbref.com/en/stathead/matchup/teams/a1393014/51ec22be/Wolfsburg-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"6","Sat",2025-10-11,"17:45","Werder Bremen",NA,NA,"Hamburger SV",NA,NA,NA,"Weserstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/7adbf480/623bb13e/Werder-Bremen-vs-Hamburger-SV-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"6","Sun",2025-10-12,"14:00","Freiburg",NA,NA,"Eint Frankfurt",NA,NA,NA,"Dreisamstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/b4de690d/97b7c0e8/Freiburg-vs-Eintracht-Frankfurt-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"6","Sun",2025-10-12,"16:00","Hoffenheim",NA,NA,"Leverkusen",NA,NA,NA,"Dietmar-Hopp-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/87705c62/Leverkusen-vs-Hoffenheim-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"6","Sun",2025-10-12,"18:30","Köln",NA,NA,"Union Berlin",NA,NA,NA,"Franz-Kremer-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/88ddc98e/31429172/Koln-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"6","Mon",2025-10-13,"18:00","Carl-Zeiss Jena",NA,NA,"1. FC Nürnberg",NA,NA,NA,"Ernst-Abbe-Sportfeld","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/b6d83168/Carl-Zeiss-Jena-vs-Nurnberg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"7","Fri",2025-10-17,"18:30","Essen",NA,NA,"Hoffenheim",NA,NA,NA,"Stadion an der Hafenstraße","",NA,"https://fbref.com/en/stathead/matchup/teams/becc1dd0/87705c62/Essen-vs-Hoffenheim-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"7","Sat",2025-10-18,"12:00","1. FC Nürnberg",NA,NA,"Freiburg",NA,NA,NA,"Max-Morlock-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/b6d83168/b4de690d/Nurnberg-vs-Freiburg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"7","Sat",2025-10-18,"14:00","Hamburger SV",NA,NA,"Carl-Zeiss Jena",NA,NA,NA,"Volksparkstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/623bb13e/Carl-Zeiss-Jena-vs-Hamburger-SV-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"7","Sun",2025-10-19,"12:00","Union Berlin",NA,NA,"RB Leipzig",NA,NA,NA,"Stadion An der Alten Försterei","",NA,"https://fbref.com/en/stathead/matchup/teams/9224f982/31429172/RB-Leipzig-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"7","Sun",2025-10-19,"14:00","Eint Frankfurt",NA,NA,"Werder Bremen",NA,NA,NA,"Stadion am Brentanobad","",NA,"https://fbref.com/en/stathead/matchup/teams/97b7c0e8/7adbf480/Eintracht-Frankfurt-vs-Werder-Bremen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"7","Sun",2025-10-19,"16:00","Bayern Munich",NA,NA,"Köln",NA,NA,NA,"FC Bayern Campus Platz 1","",NA,"https://fbref.com/en/stathead/matchup/teams/88ddc98e/51ec22be/Koln-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"7","Sun",2025-10-19,"17:15","Leverkusen",NA,NA,"Wolfsburg",NA,NA,NA,"Ulrich-Haberland-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/a1393014/Leverkusen-vs-Wolfsburg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"8","Fri",2025-10-31,"18:30","Köln",NA,NA,"1. FC Nürnberg",NA,NA,NA,"Franz-Kremer-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/b6d83168/88ddc98e/Nurnberg-vs-Koln-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"8","Sat",2025-11-01,"12:00","Werder Bremen",NA,NA,"Union Berlin",NA,NA,NA,"Weserstadion Platz 11","",NA,"https://fbref.com/en/stathead/matchup/teams/7adbf480/31429172/Werder-Bremen-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"8","Sat",2025-11-01,"14:00","Bayern Munich",NA,NA,"Essen",NA,NA,NA,"FC Bayern Campus Platz 1","",NA,"https://fbref.com/en/stathead/matchup/teams/becc1dd0/51ec22be/Essen-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"8","Sat",2025-11-01,"16:00","Wolfsburg",NA,NA,"Hoffenheim",NA,NA,NA,"AOK Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/a1393014/87705c62/Wolfsburg-vs-Hoffenheim-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"8","Sun",2025-11-02,"13:00","Carl-Zeiss Jena",NA,NA,"Leverkusen",NA,NA,NA,"Ernst-Abbe-Sportfeld","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/c6d4860a/Carl-Zeiss-Jena-vs-Leverkusen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"8","Sun",2025-11-02,"15:00","Hamburger SV",NA,NA,"Eint Frankfurt",NA,NA,NA,"Volksparkstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/97b7c0e8/623bb13e/Eintracht-Frankfurt-vs-Hamburger-SV-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"8","Mon",2025-11-03,"18:00","Freiburg",NA,NA,"RB Leipzig",NA,NA,NA,"Dreisamstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/b4de690d/9224f982/Freiburg-vs-RB-Leipzig-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"9","Tue",2025-11-04,"18:00","1. FC Nürnberg",NA,NA,"Bayern Munich",NA,NA,NA,"Max-Morlock-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/b6d83168/51ec22be/Nurnberg-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"9","Tue",2025-11-04,"19:00","Union Berlin",NA,NA,"Wolfsburg",NA,NA,NA,"Stadion An der Alten Försterei","",NA,"https://fbref.com/en/stathead/matchup/teams/a1393014/31429172/Wolfsburg-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"9","Wed",2025-11-05,"19:00","Eint Frankfurt",NA,NA,"Köln",NA,NA,NA,"Stadion am Brentanobad","",NA,"https://fbref.com/en/stathead/matchup/teams/97b7c0e8/88ddc98e/Eintracht-Frankfurt-vs-Koln-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"9","Wed",2025-11-05,"19:00","Essen",NA,NA,"Werder Bremen",NA,NA,NA,"Stadion an der Hafenstraße","",NA,"https://fbref.com/en/stathead/matchup/teams/becc1dd0/7adbf480/Essen-vs-Werder-Bremen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"9","Wed",2025-11-05,"19:00","Leverkusen",NA,NA,"Hamburger SV",NA,NA,NA,"Ulrich-Haberland-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/623bb13e/Leverkusen-vs-Hamburger-SV-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"9","Thu",2025-11-06,"19:00","RB Leipzig",NA,NA,"Carl-Zeiss Jena",NA,NA,NA,"Trainingszentrum RB Leipzig Platz 1","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/9224f982/Carl-Zeiss-Jena-vs-RB-Leipzig-History","2024-2025"
