League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,Ast,xAG,xA,KP,Final_Third,PPA,CrsPA,PrgP
Frauen-Bundesliga,2024-11-03,Frauen-Bundesliga (Matchweek 8),Wolfsburg,4-3-3,3,4.8,Svenja Huth · 17&rsquor; Alexandra Popp · 44&rsquor; Lineth Beerensteyn · 51&rsquor;,0,0,Freiburg,4-2-3-1,0,0.5,NA,0,0,Freiburg,Away,NA,990,273,409,66.7,4955,2252,116,152,76.3,118,152,77.6,29,62,46.8,0,0.5,1.2,7,24,8,3,28
Frauen-Bundesliga,2024-11-04,Frauen-Bundesliga (Matchweek 8),Bayern Munich,4-2-3-1,1,2.7,Pernille Harder · 34&rsquor;,0,0,Eintracht Frankfurt,4-3-1-2,1,0.6,Nicole Anyomi · 68&rsquor;,1,0,Bayern Munich,Home,NA,990,434,537,80.8,8566,3527,162,187,86.6,213,244,87.3,56,91,61.5,1,1.6,1,10,37,5,2,30
Frauen-Bundesliga,2024-11-04,Frauen-Bundesliga (Matchweek 8),Bayern Munich,4-2-3-1,1,2.7,Pernille Harder · 34&rsquor;,0,0,Eintracht Frankfurt,4-3-1-2,1,0.6,Nicole Anyomi · 68&rsquor;,1,0,Eintracht Frankfurt,Away,NA,990,373,473,78.9,6537,2736,169,185,91.4,139,164,84.8,49,78,62.8,1,0.5,0.3,5,21,3,0,19
Frauen-Bundesliga,2024-11-08,Frauen-Bundesliga (Matchweek 9),Freiburg,4-2-3-1,2,0.7,Lisa Karl · 16&rsquor; Cora Zical · 30&rsquor;,1,0,Bayern Munich,4-4-2,2,2.4,Alara Sehitler · 50&rsquor; Weronika Zawistowska · 90+1&rsquor;,0,0,Freiburg,Home,NA,990,291,410,71,6187,2640,76,93,81.7,157,187,84,50,108,46.3,1,0.5,0.3,6,14,6,2,21
Frauen-Bundesliga,2024-11-08,Frauen-Bundesliga (Matchweek 9),Freiburg,4-2-3-1,2,0.7,Lisa Karl · 16&rsquor; Cora Zical · 30&rsquor;,1,0,Bayern Munich,4-4-2,2,2.4,Alara Sehitler · 50&rsquor; Weronika Zawistowska · 90+1&rsquor;,0,0,Bayern Munich,Away,NA,990,502,621,80.8,9218,3233,196,226,86.7,260,302,86.1,45,76,59.2,1,1.5,0.6,13,48,8,4,61
Frauen-Bundesliga,2024-11-09,Frauen-Bundesliga (Matchweek 9),Hoffenheim,4-3-3,0,1.1,NA,2,0,Wolfsburg,4-3-3,3,2.6,Alexandra Popp · 41&rsquor; Janina Minge · 52&rsquor; Joelle Wedemeyer · 70&rsquor;,1,0,Hoffenheim,Home,NA,990,315,417,75.5,6565,2287,87,111,78.4,193,226,85.4,35,68,51.5,0,1,0.9,6,19,3,2,16
Frauen-Bundesliga,2024-11-09,Frauen-Bundesliga (Matchweek 9),Hoffenheim,4-3-3,0,1.1,NA,2,0,Wolfsburg,4-3-3,3,2.6,Alexandra Popp · 41&rsquor; Janina Minge · 52&rsquor; Joelle Wedemeyer · 70&rsquor;,1,0,Wolfsburg,Away,NA,990,460,560,82.1,8309,3194,158,182,86.8,237,255,92.9,45,70,64.3,1,1.7,1.6,13,32,11,5,47
Frauen-Bundesliga,2024-11-09,Frauen-Bundesliga (Matchweek 9),Eintracht Frankfurt,4-3-1-2,8,4.5,Laura Freigang · 21&rsquor; Laura Freigang · 30&rsquor; Géraldine Reuteler · 40&rsquor; Pia-Sophie Wolter · 64&rsquor; Laura Freigang · 66&rsquor; Sara Doorsoun (P) · 69&rsquor; Elisa Senß · 75&rsquor; Géraldine Reuteler · 90&rsquor;,2,0,Köln,4-3-3,0,0.6,NA,2,0,Eintracht Frankfurt,Home,NA,990,435,559,77.8,7558,2990,193,229,84.3,184,216,85.2,45,73,61.6,6,2.8,2.4,14,35,13,8,62
Frauen-Bundesliga,2024-11-09,Frauen-Bundesliga (Matchweek 9),Eintracht Frankfurt,4-3-1-2,8,4.5,Laura Freigang · 21&rsquor; Laura Freigang · 30&rsquor; Géraldine Reuteler · 40&rsquor; Pia-Sophie Wolter · 64&rsquor; Laura Freigang · 66&rsquor; Sara Doorsoun (P) · 69&rsquor; Elisa Senß · 75&rsquor; Géraldine Reuteler · 90&rsquor;,2,0,Köln,4-3-3,0,0.6,NA,2,0,Köln,Away,NA,990,316,441,71.7,5778,2253,129,163,79.1,141,173,81.5,36,76,47.4,0,0.6,0.4,5,12,4,0,20
Frauen-Bundesliga,2024-11-10,Frauen-Bundesliga (Matchweek 9),Bayer Leverkusen,4-4-2,3,2.8,Kristin Kögel · 4&rsquor; Cornelia Kramer · 13&rsquor; Lilla Turányi · 62&rsquor;,1,0,Turbine Potsdam,5-3-2,0,0.3,NA,2,0,Bayer Leverkusen,Home,NA,990,566,677,83.6,11403,3876,166,202,82.2,322,350,92,74,103,71.8,2,2.2,2.1,14,42,15,3,66
Frauen-Bundesliga,2024-11-10,Frauen-Bundesliga (Matchweek 9),Bayer Leverkusen,4-4-2,3,2.8,Kristin Kögel · 4&rsquor; Cornelia Kramer · 13&rsquor; Lilla Turányi · 62&rsquor;,1,0,Turbine Potsdam,5-3-2,0,0.3,NA,2,0,Turbine Potsdam,Away,NA,990,181,292,62,3634,1793,52,74,70.3,105,149,70.5,22,62,35.5,0,0.1,0.1,3,10,0,0,14
Frauen-Bundesliga,2024-11-10,Frauen-Bundesliga (Matchweek 9),Carl-Zeiss Jena,4-1-4-1,0,0.4,NA,0,0,Werder Bremen,3-4-1-2,1,0.6,Lara Schmidt · 19&rsquor;,2,0,Carl-Zeiss Jena,Home,NA,990,261,406,64.3,4933,2206,102,142,71.8,124,171,72.5,33,77,42.9,0,0.2,0.2,7,16,2,1,19
Frauen-Bundesliga,2024-11-10,Frauen-Bundesliga (Matchweek 9),Carl-Zeiss Jena,4-1-4-1,0,0.4,NA,0,0,Werder Bremen,3-4-1-2,1,0.6,Lara Schmidt · 19&rsquor;,2,0,Werder Bremen,Away,NA,990,328,483,67.9,6078,2559,145,197,73.6,141,187,75.4,39,78,50,1,0.4,0.4,4,31,7,2,40
Frauen-Bundesliga,2024-11-11,Frauen-Bundesliga (Matchweek 9),Essen,4-2-3-1,0,1.8,NA,2,0,RB Leipzig,3-4-3,0,1.1,NA,3,0,Essen,Home,NA,990,349,461,75.7,6403,2991,139,166,83.7,163,199,81.9,37,65,56.9,0,1,1.1,9,27,9,1,45
Frauen-Bundesliga,2024-11-11,Frauen-Bundesliga (Matchweek 9),Essen,4-2-3-1,0,1.8,NA,2,0,RB Leipzig,3-4-3,0,1.1,NA,3,0,RB Leipzig,Away,NA,990,325,419,77.6,5138,2421,161,189,85.2,137,174,78.7,21,38,55.3,0,1.1,0.8,8,26,1,1,30
Frauen-Bundesliga,2024-11-15,Frauen-Bundesliga (Matchweek 10),Freiburg,4-2-3-1,1,1.6,Tessa Blumenberg · 78&rsquor;,3,0,Essen,4-2-3-1,0,1.1,NA,0,0,Freiburg,Home,NA,990,427,555,76.9,7675,3141,172,211,81.5,204,238,85.7,45,80,56.3,1,1.5,1.4,12,35,11,5,44
Frauen-Bundesliga,2024-11-15,Frauen-Bundesliga (Matchweek 10),Freiburg,4-2-3-1,1,1.6,Tessa Blumenberg · 78&rsquor;,3,0,Essen,4-2-3-1,0,1.1,NA,0,0,Essen,Away,NA,990,235,379,62,3947,2001,107,148,72.3,98,146,67.1,19,49,38.8,0,1,0.4,6,20,3,2,24
Frauen-Bundesliga,2024-11-16,Frauen-Bundesliga (Matchweek 10),Wolfsburg,3-4-3,3,3.1,Lena Lattwein (P) · 27&rsquor; Lynn Wilms (P) · 33&rsquor; Lineth Beerensteyn · 88&rsquor;,0,0,Turbine Potsdam,5-3-2,1,0.2,Lina Vianden · 70&rsquor;,2,0,Wolfsburg,Home,NA,990,511,639,80,9258,3611,203,244,83.2,251,279,90,48,78,61.5,1,1,0.9,17,59,8,3,62
Frauen-Bundesliga,2024-11-16,Frauen-Bundesliga (Matchweek 10),Wolfsburg,3-4-3,3,3.1,Lena Lattwein (P) · 27&rsquor; Lynn Wilms (P) · 33&rsquor; Lineth Beerensteyn · 88&rsquor;,0,0,Turbine Potsdam,5-3-2,1,0.2,Lina Vianden · 70&rsquor;,2,0,Turbine Potsdam,Away,NA,990,154,267,57.7,2932,1567,65,84,77.4,60,90,66.7,25,78,32.1,0,0.1,0.2,2,13,1,0,15
Frauen-Bundesliga,2024-11-16,Frauen-Bundesliga (Matchweek 10),Hoffenheim,4-3-3,0,0.5,NA,0,0,Eintracht Frankfurt,4-3-1-2,1,1.2,Sara Doorsoun (P) · 52&rsquor;,2,0,Hoffenheim,Home,NA,990,340,449,75.7,6557,2607,119,146,81.5,176,211,83.4,41,71,57.7,0,0.2,0.3,4,17,3,0,26
Frauen-Bundesliga,2024-11-16,Frauen-Bundesliga (Matchweek 10),Hoffenheim,4-3-3,0,0.5,NA,0,0,Eintracht Frankfurt,4-3-1-2,1,1.2,Sara Doorsoun (P) · 52&rsquor;,2,0,Eintracht Frankfurt,Away,NA,990,460,582,79,7403,2793,206,237,86.9,190,223,85.2,35,67,52.2,0,0.4,0.8,7,26,5,0,37
Frauen-Bundesliga,2024-11-17,Frauen-Bundesliga (Matchweek 10),Bayern Munich,4-2-3-1,5,2.7,Glódís Perla Viggósdóttir · 19&rsquor; Klara Bühl · 29&rsquor; Lea Schüller · 80&rsquor; Jovana Damnjanović · 82&rsquor; Lea Schüller · 90+4&rsquor;,0,0,Carl-Zeiss Jena,4-1-4-1,0,0.1,NA,2,0,Bayern Munich,Home,NA,990,614,729,84.2,10599,3736,251,287,87.5,293,315,93,45,75,60,2,2.3,4.1,22,49,17,5,58
Frauen-Bundesliga,2024-11-17,Frauen-Bundesliga (Matchweek 10),Bayern Munich,4-2-3-1,5,2.7,Glódís Perla Viggósdóttir · 19&rsquor; Klara Bühl · 29&rsquor; Lea Schüller · 80&rsquor; Jovana Damnjanović · 82&rsquor; Lea Schüller · 90+4&rsquor;,0,0,Carl-Zeiss Jena,4-1-4-1,0,0.1,NA,2,0,Carl-Zeiss Jena,Away,NA,990,211,308,68.5,4331,1861,74,109,67.9,100,128,78.1,36,64,56.3,0,0.1,0.1,2,5,1,0,6
Frauen-Bundesliga,2024-11-17,Frauen-Bundesliga (Matchweek 10),RB Leipzig,3-4-3,0,0.3,NA,1,0,Bayer Leverkusen,4-4-2,1,1.1,Kristin Kögel · 81&rsquor;,4,0,RB Leipzig,Home,NA,990,426,540,78.9,6558,2795,212,243,87.2,177,218,81.2,22,38,57.9,0,0.2,0.4,4,16,2,1,33
Frauen-Bundesliga,2024-11-17,Frauen-Bundesliga (Matchweek 10),RB Leipzig,3-4-3,0,0.3,NA,1,0,Bayer Leverkusen,4-4-2,1,1.1,Kristin Kögel · 81&rsquor;,4,0,Bayer Leverkusen,Away,NA,990,330,448,73.7,5961,2284,111,140,79.3,179,216,82.9,28,64,43.8,1,1,0.9,7,31,8,2,36
Frauen-Bundesliga,2024-11-18,Frauen-Bundesliga (Matchweek 10),Köln,3-4-3,1,0.6,Vanessa Leimenstoll · 90+1&rsquor;,1,0,Werder Bremen,4-2-3-1,4,2.2,Michelle Ulbrich · 12&rsquor; Lara Schmidt · 54&rsquor; Emőke Pápai · 82&rsquor; Amira Arfaoui · 86&rsquor;,1,0,Köln,Home,NA,990,381,499,76.4,6785,2598,164,196,83.7,172,213,80.8,38,62,61.3,1,0.5,0.7,4,18,2,0,35
Frauen-Bundesliga,2024-11-18,Frauen-Bundesliga (Matchweek 10),Köln,3-4-3,1,0.6,Vanessa Leimenstoll · 90+1&rsquor;,1,0,Werder Bremen,4-2-3-1,4,2.2,Michelle Ulbrich · 12&rsquor; Lara Schmidt · 54&rsquor; Emőke Pápai · 82&rsquor; Amira Arfaoui · 86&rsquor;,1,0,Werder Bremen,Away,NA,990,336,455,73.8,6454,2791,119,149,79.9,180,215,83.7,35,66,53,4,1.7,0.8,13,32,7,4,40
Frauen-Bundesliga,2024-12-06,Frauen-Bundesliga (Matchweek 11),Bayer Leverkusen,4-4-2,1,1.2,Cornelia Kramer · 47&rsquor;,2,0,Wolfsburg,3-4-3,0,1.2,NA,0,0,Bayer Leverkusen,Home,NA,990,214,332,64.5,4046,1842,75,98,76.5,105,144,72.9,26,61,42.6,1,0.8,0.3,8,12,3,0,19
Frauen-Bundesliga,2024-12-06,Frauen-Bundesliga (Matchweek 11),Bayer Leverkusen,4-4-2,1,1.2,Cornelia Kramer · 47&rsquor;,2,0,Wolfsburg,3-4-3,0,1.2,NA,0,0,Wolfsburg,Away,NA,990,403,547,73.7,7423,2837,153,193,79.3,174,207,84.1,52,86,60.5,0,0.6,1.8,7,26,8,5,47
Frauen-Bundesliga,2024-12-07,Frauen-Bundesliga (Matchweek 11),Turbine Potsdam,5-3-2,0,0.2,NA,4,0,Köln,4-3-3,1,2.6,Alena Bienz · 60&rsquor;,2,0,Turbine Potsdam,Home,NA,990,173,293,59,3713,1975,55,95,57.9,86,121,71.1,32,69,46.4,0,0.2,0.2,4,12,1,0,15
Frauen-Bundesliga,2024-12-07,Frauen-Bundesliga (Matchweek 11),Turbine Potsdam,5-3-2,0,0.2,NA,4,0,Köln,4-3-3,1,2.6,Alena Bienz · 60&rsquor;,2,0,Köln,Away,NA,990,364,507,71.8,7108,2788,126,171,73.7,199,249,79.9,38,71,53.5,1,2.3,1.8,17,33,7,1,50
Frauen-Bundesliga,2024-12-07,Frauen-Bundesliga (Matchweek 11),Essen,4-2-3-1,0,0.5,NA,2,0,Bayern Munich,4-2-3-1,2,2.7,Pernille Harder · 30&rsquor; Georgia Stanway · 90+3&rsquor;,4,0,Essen,Home,NA,990,195,321,60.7,3369,1585,88,109,80.7,83,114,72.8,19,71,26.8,0,0.4,0.3,6,8,2,1,13
Frauen-Bundesliga,2024-12-07,Frauen-Bundesliga (Matchweek 11),Essen,4-2-3-1,0,0.5,NA,2,0,Bayern Munich,4-2-3-1,2,2.7,Pernille Harder · 30&rsquor; Georgia Stanway · 90+3&rsquor;,4,0,Bayern Munich,Away,NA,990,437,555,78.7,7010,2915,232,255,91,171,203,84.2,25,61,41,2,2.6,2,15,21,11,3,33
Frauen-Bundesliga,2024-12-08,Frauen-Bundesliga (Matchweek 11),Werder Bremen,3-4-1-2,0,1.2,NA,2,0,Freiburg,4-2-3-1,3,1.4,Shekiera Martinez · 20&rsquor; Shekiera Martinez · 29&rsquor; Greta Stegemann · 52&rsquor;,1,0,Werder Bremen,Home,NA,990,238,385,61.8,4730,2191,88,120,73.3,106,148,71.6,38,84,45.2,0,0.4,0.6,7,22,6,0,30
Frauen-Bundesliga,2024-12-08,Frauen-Bundesliga (Matchweek 11),Werder Bremen,3-4-1-2,0,1.2,NA,2,0,Freiburg,4-2-3-1,3,1.4,Shekiera Martinez · 20&rsquor; Shekiera Martinez · 29&rsquor; Greta Stegemann · 52&rsquor;,1,0,Freiburg,Away,NA,990,334,471,70.9,6348,2762,113,146,77.4,185,227,81.5,28,66,42.4,0,0.1,0.5,4,26,6,2,37
Frauen-Bundesliga,2024-12-09,Frauen-Bundesliga (Matchweek 11),Eintracht Frankfurt,4-3-1-2,3,2.6,Nicole Anyomi · 7&rsquor; Tanja Pawollek · 63&rsquor; Carlotta Wamser · 88&rsquor;,1,0,RB Leipzig,3-4-3,0,0.2,NA,1,0,Eintracht Frankfurt,Home,NA,990,457,563,81.2,7787,3017,203,230,88.3,202,232,87.1,38,64,59.4,2,2.2,1.3,11,32,6,1,41
Frauen-Bundesliga,2024-12-09,Frauen-Bundesliga (Matchweek 11),Eintracht Frankfurt,4-3-1-2,3,2.6,Nicole Anyomi · 7&rsquor; Tanja Pawollek · 63&rsquor; Carlotta Wamser · 88&rsquor;,1,0,RB Leipzig,3-4-3,0,0.2,NA,1,0,RB Leipzig,Away,NA,990,306,415,73.7,5677,2668,128,174,73.6,146,175,83.4,29,54,53.7,0,0.2,0.1,3,16,2,0,15
Frauen-Bundesliga,2024-12-13,Frauen-Bundesliga (Matchweek 12),Carl-Zeiss Jena,4-1-4-1,0,0.1,NA,1,0,Eintracht Frankfurt,4-3-1-2,3,3,Carlotta Wamser · 68&rsquor; Remina Chiba · 86&rsquor; Laura Freigang · 89&rsquor;,1,0,Carl-Zeiss Jena,Home,NA,990,231,330,70,4564,2286,97,117,82.9,94,135,69.6,38,63,60.3,0,0.1,0.1,3,13,2,0,14
Frauen-Bundesliga,2024-12-13,Frauen-Bundesliga (Matchweek 12),Carl-Zeiss Jena,4-1-4-1,0,0.1,NA,1,0,Eintracht Frankfurt,4-3-1-2,3,3,Carlotta Wamser · 68&rsquor; Remina Chiba · 86&rsquor; Laura Freigang · 89&rsquor;,1,0,Eintracht Frankfurt,Away,NA,990,598,713,83.9,10215,3639,270,312,86.5,263,296,88.9,50,73,68.5,2,2.1,1,13,58,9,3,62
Frauen-Bundesliga,2024-12-14,Frauen-Bundesliga (Matchweek 12),Bayer Leverkusen,4-4-2,2,1.5,Sofie Zdebel · 17&rsquor; Delice Boboy · 90+5&rsquor;,3,0,Freiburg,4-2-3-1,0,0.6,NA,2,0,Bayer Leverkusen,Home,NA,990,256,402,63.7,4536,2188,105,144,72.9,126,181,69.6,16,43,37.2,2,1.3,0.8,7,21,4,1,24
Frauen-Bundesliga,2024-12-14,Frauen-Bundesliga (Matchweek 12),Bayer Leverkusen,4-4-2,2,1.5,Sofie Zdebel · 17&rsquor; Delice Boboy · 90+5&rsquor;,3,0,Freiburg,4-2-3-1,0,0.6,NA,2,0,Freiburg,Away,NA,990,289,436,66.3,6153,2817,71,100,71,165,215,76.7,51,100,51,0,0.5,0.4,7,25,1,1,36
Frauen-Bundesliga,2024-12-14,Frauen-Bundesliga (Matchweek 12),Werder Bremen,4-2-3-1,1,0.5,Lara Schmidt · 8&rsquor;,0,0,Wolfsburg,4-4-2,3,3,Lineth Beerensteyn · 6&rsquor; Lineth Beerensteyn · 9&rsquor; Jule Brand · 55&rsquor;,3,0,Werder Bremen,Home,NA,990,283,389,72.8,5216,2338,111,141,78.7,136,167,81.4,27,54,50,0,0.3,0.3,6,22,4,0,26
Frauen-Bundesliga,2024-12-14,Frauen-Bundesliga (Matchweek 12),Werder Bremen,4-2-3-1,1,0.5,Lara Schmidt · 8&rsquor;,0,0,Wolfsburg,4-4-2,3,3,Lineth Beerensteyn · 6&rsquor; Lineth Beerensteyn · 9&rsquor; Jule Brand · 55&rsquor;,3,0,Wolfsburg,Away,NA,990,493,604,81.6,8251,3304,209,237,88.2,232,259,89.6,33,66,50,2,1.9,1.5,13,32,7,0,48
Frauen-Bundesliga,2024-12-15,Frauen-Bundesliga (Matchweek 12),Bayern Munich,4-2-3-1,2,2.3,Carolin Simon · 29&rsquor; Carolin Simon · 51&rsquor;,1,0,Turbine Potsdam,5-4-1,0,0,NA,1,0,Bayern Munich,Home,NA,990,848,970,87.4,14883,4681,361,401,90,434,479,90.6,49,76,64.5,1,1.5,1.4,16,111,14,2,97
Frauen-Bundesliga,2024-12-15,Frauen-Bundesliga (Matchweek 12),Bayern Munich,4-2-3-1,2,2.3,Carolin Simon · 29&rsquor; Carolin Simon · 51&rsquor;,1,0,Turbine Potsdam,5-4-1,0,0,NA,1,0,Turbine Potsdam,Away,NA,990,115,231,49.8,2017,941,53,79,67.1,50,87,57.5,12,59,20.3,0,0,0,0,2,0,0,2
Frauen-Bundesliga,2024-12-15,Frauen-Bundesliga (Matchweek 12),Hoffenheim,4-4-2,1,2.4,Selina Cerci · 21&rsquor;,0,0,Essen,4-2-3-1,0,0.7,NA,0,0,Hoffenheim,Home,NA,990,492,618,79.6,9184,3216,183,215,85.1,247,282,87.6,52,87,59.8,1,1.8,1.5,13,34,10,2,44
Frauen-Bundesliga,2024-12-15,Frauen-Bundesliga (Matchweek 12),Hoffenheim,4-4-2,1,2.4,Selina Cerci · 21&rsquor;,0,0,Essen,4-2-3-1,0,0.7,NA,0,0,Essen,Away,NA,990,271,408,66.4,4707,2307,122,157,77.7,121,160,75.6,23,63,36.5,0,0.5,0.9,8,19,5,2,31
Frauen-Bundesliga,2024-12-16,Frauen-Bundesliga (Matchweek 12),Köln,4-3-3,1,1.3,Taylor Ziemer · 83&rsquor;,0,0,RB Leipzig,3-4-3,3,1.5,Vanessa Fudalla · 4&rsquor; Marleen Schimmer · 46&rsquor; Giovanna Hoffmann · 72&rsquor;,5,0,Köln,Home,NA,990,298,435,68.5,5029,1986,141,166,84.9,106,147,72.1,34,64,53.1,1,1.2,1,7,18,5,2,23
Frauen-Bundesliga,2024-12-16,Frauen-Bundesliga (Matchweek 12),Köln,4-3-3,1,1.3,Taylor Ziemer · 83&rsquor;,0,0,RB Leipzig,3-4-3,3,1.5,Vanessa Fudalla · 4&rsquor; Marleen Schimmer · 46&rsquor; Giovanna Hoffmann · 72&rsquor;,5,0,RB Leipzig,Away,NA,990,265,394,67.3,5173,2450,94,138,68.1,132,171,77.2,37,68,54.4,2,1.3,0.5,8,17,6,2,25
Frauen-Bundesliga,2025-01-26,Frauen-Bundesliga (Matchweek 1),Freiburg,4-2-3-1,1,0.2,Svenja Fölmli · 90+1&rsquor;,0,0,Bayer Leverkusen,4-4-2,2,2.2,Selina Ostermeier · 56&rsquor; Kristin Kögel · 70&rsquor;,1,0,Freiburg,Home,NA,990,342,470,72.8,6474,2850,128,161,79.5,163,199,81.9,45,91,49.5,1,0.2,0.4,5,24,6,1,32
Frauen-Bundesliga,2025-01-26,Frauen-Bundesliga (Matchweek 1),Freiburg,4-2-3-1,1,0.2,Svenja Fölmli · 90+1&rsquor;,0,0,Bayer Leverkusen,4-4-2,2,2.2,Selina Ostermeier · 56&rsquor; Kristin Kögel · 70&rsquor;,1,0,Bayer Leverkusen,Away,NA,990,240,364,65.9,4675,2378,80,112,71.4,132,169,78.1,25,60,41.7,2,2,1.3,19,27,15,7,41
Frauen-Bundesliga,2025-01-26,Frauen-Bundesliga (Matchweek 11),Carl-Zeiss Jena,4-1-4-1,0,0.4,NA,1,0,Hoffenheim,4-4-2,3,1.7,Marta Cazalla · 16&rsquor; Marta Cazalla · 42&rsquor; Melissa Kössler · 90+3&rsquor;,1,0,Carl-Zeiss Jena,Home,NA,990,306,424,72.2,6222,2766,89,117,76.1,171,206,83,45,79,57,0,0.1,0.2,3,19,4,0,23
Frauen-Bundesliga,2025-01-26,Frauen-Bundesliga (Matchweek 11),Carl-Zeiss Jena,4-1-4-1,0,0.4,NA,1,0,Hoffenheim,4-4-2,3,1.7,Marta Cazalla · 16&rsquor; Marta Cazalla · 42&rsquor; Melissa Kössler · 90+3&rsquor;,1,0,Hoffenheim,Away,NA,990,439,546,80.4,8252,3162,159,183,86.9,223,257,86.8,51,80,63.8,3,1.5,0.8,14,41,10,1,49
Frauen-Bundesliga,2025-01-31,Frauen-Bundesliga (Matchweek 13),Eintracht Frankfurt,4-3-1-2,3,2.4,Sara Doorsoun (P) · 24&rsquor; Nicole Anyomi · 36&rsquor; Géraldine Reuteler · 51&rsquor;,0,0,Bayer Leverkusen,4-4-2,2,1.3,Karólína Lea Vilhjálmsdóttir · 34&rsquor; Katharina Piljić · 49&rsquor;,1,0,Eintracht Frankfurt,Home,NA,990,316,447,70.7,6326,2604,106,135,78.5,160,203,78.8,47,90,52.2,2,1.3,0.8,8,15,5,1,22
Frauen-Bundesliga,2025-01-31,Frauen-Bundesliga (Matchweek 13),Eintracht Frankfurt,4-3-1-2,3,2.4,Sara Doorsoun (P) · 24&rsquor; Nicole Anyomi · 36&rsquor; Géraldine Reuteler · 51&rsquor;,0,0,Bayer Leverkusen,4-4-2,2,1.3,Karólína Lea Vilhjálmsdóttir · 34&rsquor; Katharina Piljić · 49&rsquor;,1,0,Bayer Leverkusen,Away,NA,990,273,420,65,5070,2365,104,150,69.3,129,166,77.7,32,68,47.1,0,0.5,0.7,9,21,10,1,40
Frauen-Bundesliga,2025-02-01,Frauen-Bundesliga (Matchweek 13),Turbine Potsdam,5-3-2,1,0.4,Bianca Schmidt · 42&rsquor;,1,0,Werder Bremen,3-4-3,4,1.7,Larissa Mühlhaus · 38&rsquor; Sophie Weidauer · 72&rsquor; Larissa Mühlhaus · 81&rsquor; Larissa Mühlhaus · 90&rsquor;,1,0,Turbine Potsdam,Home,NA,990,217,318,68.2,3984,1778,82,105,78.1,105,136,77.2,26,61,42.6,1,0.3,0.1,4,11,3,1,14
Frauen-Bundesliga,2025-02-01,Frauen-Bundesliga (Matchweek 13),Turbine Potsdam,5-3-2,1,0.4,Bianca Schmidt · 42&rsquor;,1,0,Werder Bremen,3-4-3,4,1.7,Larissa Mühlhaus · 38&rsquor; Sophie Weidauer · 72&rsquor; Larissa Mühlhaus · 81&rsquor; Larissa Mühlhaus · 90&rsquor;,1,0,Werder Bremen,Away,NA,990,348,466,74.7,6385,2132,139,169,82.2,162,196,82.7,40,70,57.1,1,1.3,1.2,17,34,9,3,47
Frauen-Bundesliga,2025-02-02,Frauen-Bundesliga (Matchweek 13),Freiburg,4-2-3-1,0,1.4,NA,1,0,Hoffenheim,4-4-2,3,1.9,Jill Janssens · 15&rsquor; Jill Janssens · 56&rsquor; Selina Cerci · 82&rsquor;,1,0,Freiburg,Home,NA,990,314,458,68.6,5552,2646,131,162,80.9,148,197,75.1,27,59,45.8,0,0.5,0.2,3,22,6,3,29
Frauen-Bundesliga,2025-02-02,Frauen-Bundesliga (Matchweek 13),Freiburg,4-2-3-1,0,1.4,NA,1,0,Hoffenheim,4-4-2,3,1.9,Jill Janssens · 15&rsquor; Jill Janssens · 56&rsquor; Selina Cerci · 82&rsquor;,1,0,Hoffenheim,Away,NA,990,414,549,75.4,7496,3037,163,190,85.8,181,217,83.4,44,88,50,3,1.8,1.5,10,27,7,2,25
Frauen-Bundesliga,2025-02-02,Frauen-Bundesliga (Matchweek 13),RB Leipzig,3-4-3,0,0.2,Lou-Ann Joly · 90+2&rsquor;,1,1,Bayern Munich,4-2-3-1,1,1.7,Magdalena Eriksson · 11&rsquor;,1,0,RB Leipzig,Home,NA,989,215,305,70.5,4012,1773,79,102,77.5,115,148,77.7,19,46,41.3,0,0.2,0.3,6,11,2,0,13
Frauen-Bundesliga,2025-02-02,Frauen-Bundesliga (Matchweek 13),RB Leipzig,3-4-3,0,0.2,Lou-Ann Joly · 90+2&rsquor;,1,1,Bayern Munich,4-2-3-1,1,1.7,Magdalena Eriksson · 11&rsquor;,1,0,Bayern Munich,Away,NA,990,659,767,85.9,11613,3298,256,285,89.8,336,368,91.3,44,69,63.8,1,1.5,2.2,11,59,12,1,61
Frauen-Bundesliga,2025-02-03,Frauen-Bundesliga (Matchweek 13),Wolfsburg,5-3-2,3,2.9,Lineth Beerensteyn · 18&rsquor; Felicia Sophie Sträßer (OG) · 20&rsquor; Janina Minge · 66&rsquor;,0,0,Carl-Zeiss Jena,5-4-1,0,0.2,NA,0,0,Wolfsburg,Home,NA,990,595,694,85.7,10587,3396,257,287,89.5,276,309,89.3,54,74,73,2,2,2.4,19,47,9,4,67
