"Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take_Ons","Succ_Take_Ons","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","PlayerURL","LeagueName","LeagueURL","StatType","Def.Pen_Touches.1","Def.3rd_Touches.1","Mid.3rd_Touches.1","Att.3rd_Touches.1","Att.Pen_Touches.1"
"2025-2026","Union Berlin","Frauen-Bundesliga","Athanasia Moraitou","GRE","MF","28-175",0.7,28,0,7,14,7,1,28,0,0,NA,0,NA,7,24,17,0,0,0,0,0,19,1,"https://fbref.com/en/players/69d39de8/Athanasia-Moraitou","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Nele Bauereisen","GER","DF,MF","21-172",0.6,21,0,3,8,10,3,21,2,2,100,0,0,8,62,10,1,0,2,1,1,14,5,"https://fbref.com/en/players/50dd869a/Nele-Bauereisen","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Ida Heikkinen","FIN","FW,DF","18-346",0.3,18,0,1,7,10,2,18,3,1,33.3,2,66.7,11,111,32,3,0,1,3,0,11,7,"https://fbref.com/en/players/5b4d6a70/Ida-Heikkinen","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Alma Marie Aagaard","DEN","MF","19-238",0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7a70b30b/Alma-Marie-Aagaard","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Freiburg","Frauen-Bundesliga","Laura Benkarth","GER","GK","32-345",4,215,181,213,1,1,0,215,0,0,NA,0,NA,97,510,204,0,0,0,1,0,118,0,"https://fbref.com/en/players/82c4f339/Laura-Benkarth","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Freiburg","Frauen-Bundesliga","Lisa Karl","GER","DF","28-252",4,243,23,111,93,40,5,243,11,6,54.5,5,45.5,91,627,402,10,4,2,12,5,108,9,"https://fbref.com/en/players/3ed2f636/Lisa-Karl","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Freiburg","Frauen-Bundesliga","Julia Stierli","SUI","DF","28-174",4,270,58,197,72,2,1,270,0,0,NA,0,NA,69,305,138,1,0,0,1,0,141,0,"https://fbref.com/en/players/3acf52f4/Julia-Stierli","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Freiburg","Frauen-Bundesliga","Meret Felde","GER","MF","26-076",3.7,191,18,69,105,19,2,191,5,2,40,3,60,52,256,175,5,3,0,9,1,84,1,"https://fbref.com/en/players/18c75eec/Meret-Felde","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Freiburg","Frauen-Bundesliga","Luca-Emily Birkholz","GER","FW","21-308",3.2,63,2,5,29,30,10,63,2,1,50,1,50,28,121,46,1,2,0,9,2,48,10,"https://fbref.com/en/players/8492e70b/Luca-Emily-Birkholz","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Freiburg","Frauen-Bundesliga","Nia Szenk","GER","DF","21-142",3.2,224,15,71,104,51,2,224,10,5,50,4,40,65,453,302,10,5,2,9,1,93,15,"https://fbref.com/en/players/72f9d4a7/Nia-Szenk","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Freiburg","Frauen-Bundesliga","Greta Stegemann","GER","DF","24-224",3.1,206,22,117,82,7,2,206,4,2,50,2,50,71,372,240,4,0,0,3,2,115,0,"https://fbref.com/en/players/45c1817c/Greta-Stegemann","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Freiburg","Frauen-Bundesliga","Selina Vobian","GER","MF,FW","22-362",3.1,95,1,14,45,36,2,95,9,2,22.2,7,77.8,37,239,121,4,4,1,8,2,43,6,"https://fbref.com/en/players/71f80447/Selina-Vobian","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Freiburg","Frauen-Bundesliga","Sophie Nachtigall","GER","MF","21-224",2.8,148,7,38,83,28,3,148,6,2,33.3,4,66.7,52,308,143,2,1,1,11,0,82,6,"https://fbref.com/en/players/f24b9bf7/Sophie-Nachtigall","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Freiburg","Frauen-Bundesliga","Lisa Kolb","AUT","MF,FW","24-143",2,66,3,11,23,32,3,66,3,1,33.3,2,66.7,23,213,106,8,4,0,6,2,40,11,"https://fbref.com/en/players/1adffcd6/Lisa-Kolb","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Freiburg","Frauen-Bundesliga","Ingibjörg Sigurðardóttir","ISL","DF","27-352",1.9,74,17,62,12,0,0,74,0,0,NA,0,NA,36,250,53,0,1,1,1,0,52,0,"https://fbref.com/en/players/14682560/Ingibjorg-Sigurdardottir","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Freiburg","Frauen-Bundesliga","Tessa Blumenberg","GER","FW","20-248",1.9,66,3,11,27,29,5,66,4,2,50,2,50,18,101,53,2,1,0,6,1,35,7,"https://fbref.com/en/players/e7ce33e7/Tessa-Blumenberg","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Freiburg","Frauen-Bundesliga","Nicole Ojukwu","AUT","MF","19-300",1.7,83,6,34,38,11,1,83,3,0,0,3,100,25,83,42,1,2,0,1,2,49,4,"https://fbref.com/en/players/9e65aa0c/Nicole-Ojukwu","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Freiburg","Frauen-Bundesliga","Maj Schneider","GER","MF","18-026",1.4,52,4,18,29,5,3,52,0,0,NA,0,NA,14,56,23,1,0,0,6,3,22,1,"https://fbref.com/en/players/08794339/Maj-Schneider","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Freiburg","Frauen-Bundesliga","Alena Bienz","SUI","MF,FW","22-203",1.1,48,4,12,21,15,2,48,1,0,0,1,100,21,120,43,2,0,0,5,1,28,3,"https://fbref.com/en/players/14f0f5e7/Alena-Bienz","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Freiburg","Frauen-Bundesliga","Svenja Fölmli","SUI","FW","23-036",1,35,0,2,20,14,8,35,0,0,NA,0,NA,19,151,85,3,2,2,9,1,28,5,"https://fbref.com/en/players/cbb37685/Svenja-Folmli","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Freiburg","Frauen-Bundesliga","Leela Egli","SUI","FW","18-287",1,24,1,9,10,6,1,24,1,0,0,1,100,13,111,61,3,2,0,2,0,18,1,"https://fbref.com/en/players/d798a561/Leela-Egli","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Freiburg","Frauen-Bundesliga","Aurélie Csillag","SUI","MF,FW","22-243",0.9,35,1,5,13,18,9,35,2,1,50,1,50,22,131,67,4,0,2,4,3,25,8,"https://fbref.com/en/players/9d59b4de/Aurelie-Csillag","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Hoffenheim","Frauen-Bundesliga","Selina Cerci","GER","FW","25-116",3,95,1,8,32,58,21,95,6,1,16.7,5,83.3,50,284,71,1,1,1,8,2,65,16,"https://fbref.com/en/players/1fa80966/Selina-Cerci","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Hoffenheim","Frauen-Bundesliga","Laura Dick","GER","GK","22-103",3,124,103,124,0,0,0,124,0,0,NA,0,NA,50,238,86,0,0,0,0,0,61,0,"https://fbref.com/en/players/2d43333a/Laura-Dick","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Hoffenheim","Frauen-Bundesliga","Vanessa Diehm","GER","DF","21-186",3,220,24,111,103,7,1,220,0,0,NA,0,NA,83,432,213,0,2,0,0,0,143,0,"https://fbref.com/en/players/ff6f5249/Vanessa-Diehm","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Hoffenheim","Frauen-Bundesliga","Jill Janssens","BEL","DF","21-356",3,184,12,62,70,54,6,184,3,2,66.7,1,33.3,54,377,162,10,1,2,5,1,87,19,"https://fbref.com/en/players/9d714c9d/Jill-Janssens","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Hoffenheim","Frauen-Bundesliga","Laura Gloning","GER","MF","20-111",2.9,116,2,32,68,16,1,116,3,2,66.7,1,33.3,43,243,54,1,1,0,10,5,66,3,"https://fbref.com/en/players/125f0b16/Laura-Gloning","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Hoffenheim","Frauen-Bundesliga","Valesca Ampoorter","BEL","MF","21-172",2.9,137,6,34,78,25,1,137,6,3,50,3,50,53,314,163,3,1,0,3,1,83,9,"https://fbref.com/en/players/53865776/Valesca-Ampoorter","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Hoffenheim","Frauen-Bundesliga","Melissa Kössler","GER","FW","25-204",2.8,109,2,6,43,62,18,109,8,5,62.5,3,37.5,43,398,300,8,5,3,9,1,75,19,"https://fbref.com/en/players/b1a198c6/Melissa-Kossler","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Hoffenheim","Frauen-Bundesliga","Jamilla Rankin","AUS","DF","22-138",2.7,159,11,60,86,14,2,159,1,1,100,0,0,64,385,206,2,2,0,4,0,97,3,"https://fbref.com/en/players/ede60ee1/Jamilla-Rankin","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Hoffenheim","Frauen-Bundesliga","Dominika Grabowska","POL","MF","26-272",2.6,120,5,17,62,42,5,120,4,2,50,2,50,31,175,76,4,1,3,6,2,55,7,"https://fbref.com/en/players/82a65245/Dominika-Grabowska","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Hoffenheim","Frauen-Bundesliga","Féli Delacauw","BEL","MF","23-173",2.3,79,6,20,28,35,5,79,10,6,60,4,40,41,240,38,0,4,0,11,3,51,16,"https://fbref.com/en/players/4e3f72d2/Feli-Delacauw","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Hoffenheim","Frauen-Bundesliga","Lisa Doorn","NED","DF","24-290",1.9,139,21,98,38,3,1,139,1,1,100,0,0,45,304,132,0,0,0,1,0,92,0,"https://fbref.com/en/players/924d1836/Lisa-Doorn","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Hoffenheim","Frauen-Bundesliga","Lisann Kaut","GER","DF","25-031",1.4,100,7,29,46,25,0,100,5,1,20,4,80,26,176,101,3,3,0,2,0,46,9,"https://fbref.com/en/players/e118e53b/Lisann-Kaut","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Hoffenheim","Frauen-Bundesliga","Marie Steiner","GER","MF","20-020",0.5,19,0,3,4,12,1,19,0,0,NA,0,NA,9,53,1,0,0,0,1,1,12,5,"https://fbref.com/en/players/b9269a75/Marie-Steiner","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Hoffenheim","Frauen-Bundesliga","Chiara Hahn","GER","MF","23-265",0.4,23,0,5,10,10,5,23,2,1,50,1,50,8,70,51,3,1,1,0,0,13,2,"https://fbref.com/en/players/88de4477/Chiara-Hahn","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Hoffenheim","Frauen-Bundesliga","Linda Natter","AUT","MF,FW","20-135",0.3,9,0,0,4,5,3,9,2,0,0,2,100,3,32,17,1,1,0,1,0,5,2,"https://fbref.com/en/players/d7c24d43/Linda-Natter","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Hoffenheim","Frauen-Bundesliga","Janna Grimm","GER","MF","20-157",0.1,8,0,0,4,4,0,8,0,0,NA,0,NA,3,33,4,0,0,0,0,0,6,2,"https://fbref.com/en/players/ddc9ea46/Janna-Grimm","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Hoffenheim","Frauen-Bundesliga","Napsugár Sinka","HUN","FW","19-011",0.1,13,1,1,3,9,0,13,1,0,0,1,100,4,9,0,0,0,0,2,0,6,2,"https://fbref.com/en/players/600a976b/Napsugar-Sinka","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Elisa Senß","GER","MF","27-358",3,188,3,29,119,42,6,188,5,4,80,1,20,67,347,129,3,3,0,3,3,124,12,"https://fbref.com/en/players/30bfca52/Elisa-Senss","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Nina Lührßen","GER","DF","25-307",2.9,214,4,70,90,55,1,214,3,3,100,0,0,67,308,177,2,0,0,6,2,113,10,"https://fbref.com/en/players/e070cdf6/Nina-Luhrssen","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Géraldine Reuteler","SUI","MF,FW","26-156",2.8,175,0,22,81,73,10,175,13,8,61.5,5,38.5,93,517,207,5,4,2,6,5,125,28,"https://fbref.com/en/players/f64daf84/Geraldine-Reuteler","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Amanda Ilestedt","SWE","DF","32-250",2.8,242,10,115,121,6,4,242,0,0,NA,0,NA,126,494,228,1,0,0,1,0,193,0,"https://fbref.com/en/players/93514385/Amanda-Ilestedt","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Laura Freigang","GER","FW,MF","27-235",2.6,130,1,9,70,51,7,130,6,0,0,6,100,61,258,88,2,4,1,8,1,94,14,"https://fbref.com/en/players/8898987d/Laura-Freigang","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Ereleta Memeti","KVX","MF,FW","26-086",2.1,124,1,14,60,50,10,124,6,1,16.7,5,83.3,53,361,138,6,2,3,7,3,75,15,"https://fbref.com/en/players/d782c918/Ereleta-Memeti","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Lina Altenburg","GER","GK","20-185",2,74,55,74,0,0,0,74,0,0,NA,0,NA,47,228,117,0,0,0,0,0,38,0,"https://fbref.com/en/players/ceb873f4/Lina-Altenburg","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Jella Veit","GER","DF","20-144",2,134,17,62,71,1,1,134,1,0,0,1,100,53,183,72,0,0,0,0,0,96,0,"https://fbref.com/en/players/3107a1d3/Jella-Veit","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Lisanne Gräwe","GER","MF","23-148",1.9,141,5,30,86,25,0,141,1,1,100,0,0,53,215,106,0,2,0,3,1,83,2,"https://fbref.com/en/players/2e902693/Lisanne-Grawe","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Rebecka Blomqvist","SWE","FW","28-062",1.8,74,0,3,24,47,17,74,5,2,40,2,40,28,157,89,5,2,2,5,0,60,23,"https://fbref.com/en/players/fdae87ec/Rebecka-Blomqvist","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Nadine Riesen","SUI","DF","25-166",1.8,143,2,44,68,31,3,143,2,2,100,0,0,61,433,206,6,2,2,4,3,90,9,"https://fbref.com/en/players/6660f40b/Nadine-Riesen","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Pia-Sophie Wolter","GER","DF","27-315",1.2,116,3,32,55,30,0,116,1,1,100,0,0,33,137,60,1,0,0,2,1,82,9,"https://fbref.com/en/players/8ddc3ad5/Pia-Sophie-Wolter","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Noemi Ivelj","SUI","DF","18-327",1.2,109,7,63,41,5,1,109,0,0,NA,0,NA,66,250,110,0,0,0,0,1,91,0,"https://fbref.com/en/players/e0e7e79d/Noemi-Ivelj","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Nicole Anyomi","GER","FW","25-226",1.1,38,1,1,14,23,4,38,4,1,25,3,75,23,147,69,3,0,3,4,4,26,8,"https://fbref.com/en/players/83b0b998/Nicole-Anyomi","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Remina Chiba","JPN","FW","26-147",1,45,1,1,14,30,13,44,4,4,100,0,0,17,89,54,2,2,3,4,0,29,9,"https://fbref.com/en/players/6780aa6c/Remina-Chiba","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Lea Paulick","GER","GK","26-022",1,35,24,35,0,0,0,35,0,0,NA,0,NA,20,105,57,0,0,0,0,0,16,0,"https://fbref.com/en/players/ee30975e/Lea-Paulick","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Jarne Teulings","BEL","MF,FW","23-256",1,57,0,6,31,20,0,57,3,1,33.3,2,66.7,22,94,31,0,2,0,3,0,39,2,"https://fbref.com/en/players/75e33f00/Jarne-Teulings","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Hayley Raso","AUS","MF,FW","31-019",0.5,19,0,0,10,9,4,19,1,0,0,1,100,10,72,23,1,1,1,2,1,16,4,"https://fbref.com/en/players/4a4fc01f/Hayley-Raso","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Ilayda Acikgöz","GER","MF","21-114",0.1,8,0,3,2,3,0,8,0,0,NA,0,NA,5,43,21,0,1,0,1,0,3,0,"https://fbref.com/en/players/2de08078/Ilayda-Acikgoz","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Dilara Acikgöz","GER","DF","21-114",0.1,9,0,3,3,4,0,9,0,0,NA,0,NA,1,7,3,0,0,0,1,0,5,1,"https://fbref.com/en/players/1ce96186/Dilara-Acikgoz","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Eleni Markou","GRE","FW","30-179",0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7a6f2fc6/Eleni-Markou","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Bayer Leverkusen","Frauen-Bundesliga","Friederike Abt","GER","GK","31-079",3,128,97,127,1,0,0,128,0,0,NA,0,NA,64,202,87,0,0,0,0,0,69,0,"https://fbref.com/en/players/7c51bea4/Friederike-Abt","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Bayer Leverkusen","Frauen-Bundesliga","Lilla Turányi","HUN","DF","26-278",3,256,25,129,123,5,1,256,0,0,NA,0,NA,160,896,476,5,0,0,3,0,173,0,"https://fbref.com/en/players/747aebe4/Lilla-Turanyi","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Bayer Leverkusen","Frauen-Bundesliga","Carlotta Wamser","GER","DF","21-327",3,227,10,60,118,53,1,227,5,3,60,2,40,104,660,347,7,5,0,8,4,108,20,"https://fbref.com/en/players/e2b70fe7/Carlotta-Wamser","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Bayer Leverkusen","Frauen-Bundesliga","Claudia Wenger","AUT","DF","24-141",3,222,17,99,121,5,2,222,3,2,66.7,1,33.3,143,713,395,1,1,0,2,1,166,2,"https://fbref.com/en/players/2f4f249c/Claudia-Wenger","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Bayer Leverkusen","Frauen-Bundesliga","Sofie Zdebel","GER","MF","21-047",3,168,11,56,94,20,3,168,2,1,50,1,50,83,483,256,2,3,0,2,3,97,5,"https://fbref.com/en/players/d081f844/Sofie-Zdebel","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Bayer Leverkusen","Frauen-Bundesliga","Kristin Kögel","GER","MF","26-003",2.7,111,4,14,53,45,7,111,3,3,100,0,0,60,263,119,4,2,1,6,3,65,18,"https://fbref.com/en/players/24460a6a/Kristin-Kogel","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Bayer Leverkusen","Frauen-Bundesliga","Vanessa Fudalla","GER","FW","23-338",2.7,76,1,4,23,50,17,76,2,0,0,2,100,42,163,73,4,2,1,8,3,50,18,"https://fbref.com/en/players/c9a0bd2c/Vanessa-Fudalla","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Bayer Leverkusen","Frauen-Bundesliga","Katharina Piljić","GER","MF","22-019",2.6,135,9,35,75,29,5,135,3,2,66.7,1,33.3,73,343,171,5,6,2,4,3,81,5,"https://fbref.com/en/players/48cde73f/Katharina-Piljic","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Bayer Leverkusen","Frauen-Bundesliga","Ruby Grant","ENG","MF","23-162",2.5,87,2,18,33,37,7,87,2,1,50,1,50,28,119,66,3,2,1,5,2,39,9,"https://fbref.com/en/players/fc1149cc/Ruby-Grant","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Bayer Leverkusen","Frauen-Bundesliga","Valentina Mädl","AUT","FW","19-280",1.9,49,2,5,15,29,6,49,1,0,0,1,100,36,278,73,3,0,1,7,1,42,9,"https://fbref.com/en/players/0f443d23/Valentina-Madl","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Bayer Leverkusen","Frauen-Bundesliga","Estrella Gonzalez","GER","DF,FW","18-309",1.8,103,2,17,44,42,1,103,3,1,33.3,2,66.7,45,215,92,4,1,0,3,3,48,8,"https://fbref.com/en/players/b8209678/Estrella-Gonzalez","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Bayer Leverkusen","Frauen-Bundesliga","Julia Mickenhagen","GER","DF","20-167",1.5,64,1,24,33,8,1,64,2,0,0,2,100,17,97,58,2,1,1,1,0,27,5,"https://fbref.com/en/players/b6c9fad5/Julia-Mickenhagen","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
